,dataset,esperimento,pattern,graph,Sub_12_present,Sub_42_present,Sub_12_compliant,Sub_42_compliant,respected,Sub12,Sub42
0,bpi17denied,pattern,247,graph2756,True,True,True,True,True,1,1
1,bpi17denied,pattern,247,graph2755,True,True,True,True,True,1,0
2,bpi17denied,pattern,247,graph2754,True,False,False,,True,1,0
3,bpi17denied,pattern,247,graph2753,True,False,False,,True,1,0
4,bpi17denied,pattern,247,graph2752,True,True,True,True,True,0,1
5,bpi17denied,pattern,247,graph2751,True,False,False,,True,1,0
6,bpi17denied,pattern,247,graph2750,True,False,False,,True,1,0
7,bpi17denied,pattern,247,graph2749,True,False,False,,True,1,0
8,bpi17denied,pattern,247,graph2748,True,True,True,True,True,1,1
9,bpi17denied,pattern,247,graph2747,True,False,False,,True,1,0
10,bpi17denied,pattern,247,graph2746,True,False,False,,True,1,0
11,bpi17denied,pattern,247,graph2745,False,False,,,,0,1
12,bpi17denied,pattern,247,graph2744,True,False,False,,True,1,0
13,bpi17denied,pattern,247,graph2743,True,True,True,True,True,1,1
14,bpi17denied,pattern,247,graph2742,True,False,False,,True,1,0
15,bpi17denied,pattern,247,graph2741,True,True,True,True,True,1,1
16,bpi17denied,pattern,247,graph2740,True,True,True,True,True,1,0
17,bpi17denied,pattern,247,graph2739,True,True,True,True,True,1,1
18,bpi17denied,pattern,247,graph2738,True,False,False,,True,1,0
19,bpi17denied,pattern,247,graph2737,True,True,True,True,True,1,0
20,bpi17denied,pattern,247,graph2736,True,True,True,True,True,1,1
21,bpi17denied,pattern,247,graph2735,True,False,False,,True,1,0
22,bpi17denied,pattern,247,graph2734,True,False,False,,True,1,0
23,bpi17denied,pattern,247,graph2733,True,True,True,True,True,1,0
24,bpi17denied,pattern,247,graph2732,True,True,True,True,True,1,0
25,bpi17denied,pattern,247,graph2731,True,True,True,True,True,1,0
26,bpi17denied,pattern,247,graph2730,True,False,False,,True,1,0
27,bpi17denied,pattern,247,graph2729,True,False,False,,True,1,0
28,bpi17denied,pattern,247,graph2728,True,False,False,,True,1,0
29,bpi17denied,pattern,247,graph2727,True,False,False,,True,1,0
30,bpi17denied,pattern,247,graph2726,True,True,True,True,True,1,1
31,bpi17denied,pattern,247,graph2725,True,True,True,True,True,1,1
32,bpi17denied,pattern,247,graph2724,True,True,True,True,True,1,0
33,bpi17denied,pattern,247,graph2723,True,False,False,,True,1,0
34,bpi17denied,pattern,247,graph2722,True,True,True,True,True,1,1
35,bpi17denied,pattern,247,graph2721,True,True,True,True,True,1,1
36,bpi17denied,pattern,247,graph2720,True,True,True,True,True,1,0
37,bpi17denied,pattern,247,graph2719,True,True,True,True,True,1,1
38,bpi17denied,pattern,247,graph2718,True,False,False,,True,1,0
39,bpi17denied,pattern,247,graph2717,True,True,True,True,True,1,1
40,bpi17denied,pattern,247,graph2716,True,True,True,True,True,1,1
41,bpi17denied,pattern,247,graph2715,True,False,False,,True,1,0
