,dataset,esperimento,pattern,graph,Sub_3_present,Sub_42_present,Sub_3_compliant,Sub_42_compliant,respected,Sub3,Sub42
0,bpi17denied,pattern,231,graph2156,True,False,False,False,True,1,1
1,bpi17denied,pattern,231,graph2155,False,False,False,False,,1,0
2,bpi17denied,pattern,231,graph2154,True,True,True,True,True,0,1
3,bpi17denied,pattern,231,graph2153,True,False,False,False,True,1,0
4,bpi17denied,pattern,231,graph2152,False,False,False,False,,0,1
5,bpi17denied,pattern,231,graph2151,True,False,False,False,True,1,0
6,bpi17denied,pattern,231,graph2150,False,False,False,False,,0,1
7,bpi17denied,pattern,231,graph2149,True,False,False,False,True,1,0
8,bpi17denied,pattern,231,graph2148,False,False,False,False,,0,1
9,bpi17denied,pattern,231,graph2147,True,False,False,False,True,1,0
10,bpi17denied,pattern,231,graph2146,True,True,True,True,True,1,1
11,bpi17denied,pattern,231,graph2145,True,True,True,True,True,1,0
12,bpi17denied,pattern,231,graph2144,True,False,False,False,True,1,1
13,bpi17denied,pattern,231,graph2143,True,False,False,False,True,1,0
14,bpi17denied,pattern,231,graph2142,True,False,False,False,True,1,0
15,bpi17denied,pattern,231,graph2141,True,True,True,True,True,1,1
16,bpi17denied,pattern,231,graph2140,False,False,False,False,,1,0
17,bpi17denied,pattern,231,graph2139,True,False,False,False,True,1,0
18,bpi17denied,pattern,231,graph2138,True,False,False,False,True,1,0
19,bpi17denied,pattern,231,graph2137,True,False,False,False,True,1,0
20,bpi17denied,pattern,231,graph2136,True,True,True,True,True,1,0
21,bpi17denied,pattern,231,graph2135,True,False,False,False,True,1,0
22,bpi17denied,pattern,231,graph2134,True,True,True,True,True,1,1
23,bpi17denied,pattern,231,graph2133,True,False,False,False,True,1,1
24,bpi17denied,pattern,231,graph2132,False,False,False,False,,1,0
25,bpi17denied,pattern,231,graph2131,True,False,False,False,True,1,0
26,bpi17denied,pattern,231,graph2130,True,True,True,True,True,0,1
27,bpi17denied,pattern,231,graph2129,True,True,True,True,True,1,1
28,bpi17denied,pattern,231,graph2128,True,True,True,True,True,1,0
29,bpi17denied,pattern,231,graph2127,False,False,False,False,,0,1
30,bpi17denied,pattern,231,graph2126,True,True,True,True,True,1,1
31,bpi17denied,pattern,231,graph2125,True,False,False,False,True,1,0
32,bpi17denied,pattern,231,graph2124,True,True,True,True,True,1,1
33,bpi17denied,pattern,231,graph2123,False,False,False,False,,1,0
34,bpi17denied,pattern,231,graph2122,True,False,False,False,True,1,0
35,bpi17denied,pattern,231,graph2121,False,False,False,False,,1,0
36,bpi17denied,pattern,231,graph2120,True,False,False,False,True,1,0
37,bpi17denied,pattern,231,graph2119,True,True,True,True,True,1,1
38,bpi17denied,pattern,231,graph2118,True,False,False,False,True,1,0
39,bpi17denied,pattern,231,graph2117,True,False,False,False,True,1,0
40,bpi17denied,pattern,231,graph2116,False,False,False,False,,0,1
41,bpi17denied,pattern,231,graph2115,True,False,False,False,True,1,0
42,bpi17denied,pattern,231,graph2114,True,True,True,True,True,1,1
43,bpi17denied,pattern,231,graph2113,True,True,True,True,True,1,1
44,bpi17denied,pattern,231,graph2112,True,False,False,False,True,1,0
45,bpi17denied,pattern,231,graph2111,False,False,False,False,,0,1
46,bpi17denied,pattern,231,graph2110,True,True,True,True,True,1,1
47,bpi17denied,pattern,231,graph2109,True,False,False,False,True,0,1
48,bpi17denied,pattern,231,graph2108,True,False,False,False,True,1,0
49,bpi17denied,pattern,231,graph2107,True,False,False,False,True,1,0
50,bpi17denied,pattern,231,graph2106,True,False,False,False,True,1,1
51,bpi17denied,pattern,231,graph2105,True,True,True,True,True,1,1
52,bpi17denied,pattern,231,graph2104,True,False,False,False,True,1,0
53,bpi17denied,pattern,231,graph2103,False,False,False,False,,0,1
54,bpi17denied,pattern,231,graph2102,True,False,False,False,True,1,0
55,bpi17denied,pattern,231,graph2101,True,False,False,False,True,1,0
56,bpi17denied,pattern,231,graph2100,True,False,False,False,True,1,0
57,bpi17denied,pattern,231,graph2099,True,True,True,True,True,1,1
58,bpi17denied,pattern,231,graph2098,True,True,True,True,True,1,1
59,bpi17denied,pattern,231,graph2097,True,True,True,True,True,1,1
60,bpi17denied,pattern,231,graph2096,True,True,True,True,True,1,1
61,bpi17denied,pattern,231,graph2095,True,True,True,True,True,1,1
62,bpi17denied,pattern,231,graph2094,True,True,True,True,True,0,1
63,bpi17denied,pattern,231,graph2093,True,True,True,True,True,0,1
64,bpi17denied,pattern,231,graph2092,True,True,True,True,True,1,1
65,bpi17denied,pattern,231,graph2091,True,True,True,True,True,1,1
66,bpi17denied,pattern,231,graph2090,False,False,False,False,,0,1
67,bpi17denied,pattern,231,graph2089,True,False,False,False,True,1,0
68,bpi17denied,pattern,231,graph2088,True,True,True,True,True,0,1
69,bpi17denied,pattern,231,graph2087,True,True,True,True,True,0,1
70,bpi17denied,pattern,231,graph2086,True,False,False,False,True,1,1
71,bpi17denied,pattern,231,graph2085,False,False,False,False,,0,1
72,bpi17denied,pattern,231,graph2084,True,False,False,False,True,1,0
73,bpi17denied,pattern,231,graph2083,False,False,False,False,,1,0
74,bpi17denied,pattern,231,graph2082,True,False,False,False,True,1,0
75,bpi17denied,pattern,231,graph2081,False,False,False,False,,1,0
76,bpi17denied,pattern,231,graph2080,False,False,False,False,,1,0
77,bpi17denied,pattern,231,graph2079,False,False,False,False,,1,0
78,bpi17denied,pattern,231,graph2078,True,False,False,False,True,1,1
79,bpi17denied,pattern,231,graph2077,False,False,False,False,,1,0
80,bpi17denied,pattern,231,graph2076,True,False,False,False,True,1,0
81,bpi17denied,pattern,231,graph2075,True,False,False,False,True,1,1
82,bpi17denied,pattern,231,graph2074,True,True,True,True,True,0,1
83,bpi17denied,pattern,231,graph2073,False,False,False,False,,1,0
84,bpi17denied,pattern,231,graph2072,True,True,True,True,True,1,1
85,bpi17denied,pattern,231,graph2071,True,False,False,False,True,1,0
86,bpi17denied,pattern,231,graph2070,True,False,False,False,True,1,0
87,bpi17denied,pattern,231,graph2069,False,False,False,False,,1,0
88,bpi17denied,pattern,231,graph2068,True,True,True,True,True,0,1
89,bpi17denied,pattern,231,graph2067,True,False,False,False,True,1,0
90,bpi17denied,pattern,231,graph2066,False,False,False,False,,1,0
91,bpi17denied,pattern,231,graph2065,True,True,True,True,True,1,1
92,bpi17denied,pattern,231,graph2064,True,False,False,False,True,1,0
93,bpi17denied,pattern,231,graph2063,True,True,True,True,True,1,1
94,bpi17denied,pattern,231,graph2062,True,True,True,True,True,1,1
95,bpi17denied,pattern,231,graph2061,True,False,False,False,True,1,0
96,bpi17denied,pattern,231,graph2060,False,False,False,False,,0,1
97,bpi17denied,pattern,231,graph2059,True,False,False,False,True,1,0
98,bpi17denied,pattern,231,graph2058,False,False,False,False,,1,0
99,bpi17denied,pattern,231,graph2057,True,False,False,False,True,1,0
100,bpi17denied,pattern,231,graph2056,True,False,False,False,True,0,1
101,bpi17denied,pattern,231,graph2055,True,False,False,False,True,1,0
102,bpi17denied,pattern,231,graph2054,False,False,False,False,,1,0
103,bpi17denied,pattern,231,graph2053,False,False,False,False,,1,0
104,bpi17denied,pattern,231,graph2052,True,True,True,True,True,1,1
105,bpi17denied,pattern,231,graph2051,False,False,False,False,,0,1
106,bpi17denied,pattern,231,graph2050,False,False,False,False,,0,1
107,bpi17denied,pattern,231,graph2049,True,True,True,True,True,0,1
108,bpi17denied,pattern,231,graph2048,True,True,True,True,True,0,1
109,bpi17denied,pattern,231,graph2047,True,False,False,False,True,1,0
110,bpi17denied,pattern,231,graph2046,False,False,False,False,,0,1
111,bpi17denied,pattern,231,graph2045,False,False,False,False,,1,0
112,bpi17denied,pattern,231,graph2044,False,False,False,False,,0,1
113,bpi17denied,pattern,231,graph2043,True,False,False,False,True,1,0
114,bpi17denied,pattern,231,graph2042,True,False,False,False,True,1,0
115,bpi17denied,pattern,231,graph2041,True,False,False,False,True,1,0
116,bpi17denied,pattern,231,graph2040,True,False,False,False,True,1,0
117,bpi17denied,pattern,231,graph2039,True,True,True,True,True,1,1
118,bpi17denied,pattern,231,graph2038,True,True,True,True,True,0,1
119,bpi17denied,pattern,231,graph2037,True,False,False,False,True,1,1
120,bpi17denied,pattern,231,graph2036,False,False,False,False,,0,1
121,bpi17denied,pattern,231,graph2035,False,False,False,False,,1,0
122,bpi17denied,pattern,231,graph2034,True,False,False,False,True,1,0
123,bpi17denied,pattern,231,graph2033,True,True,True,True,True,1,1
124,bpi17denied,pattern,231,graph2032,True,False,False,False,True,1,0
125,bpi17denied,pattern,231,graph2031,True,False,False,False,True,1,0
126,bpi17denied,pattern,231,graph2030,True,True,True,True,True,1,1
127,bpi17denied,pattern,231,graph2029,True,False,False,False,True,1,0
128,bpi17denied,pattern,231,graph2028,False,False,False,False,,0,1
129,bpi17denied,pattern,231,graph2027,True,False,False,False,True,1,0
130,bpi17denied,pattern,231,graph2026,True,False,False,False,True,1,1
131,bpi17denied,pattern,231,graph2025,True,True,True,True,True,1,1
132,bpi17denied,pattern,231,graph2024,True,False,False,False,True,1,0
133,bpi17denied,pattern,231,graph2023,True,False,False,False,True,1,0
134,bpi17denied,pattern,231,graph2022,True,False,False,False,True,1,0
135,bpi17denied,pattern,231,graph2021,True,False,False,False,True,1,0
136,bpi17denied,pattern,231,graph2020,True,False,False,False,True,1,0
